lemRank,lemma,PoS,lemFreq,wordFreq,word
841,knowledge,n,115356,115113,knowledge
842,rather,r,115104,115104,rather
843,hang,v,114959,46283,hang
843,hang,v,114959,30191,hanging
843,hang,v,114959,27864,hung
843,hang,v,114959,8587,hangs
844,sport,n,114894,73677,sports
844,sport,n,114894,41217,sport
845,TV,n,114859,114808,tv
846,loss,n,114630,90740,loss
846,loss,n,114630,23890,losses
847,argue,v,114425,44214,argue
847,argue,v,114425,32401,argued
847,argue,v,114425,20175,arguing
847,argue,v,114425,17635,argues
848,left,j,114320,114310,left
849,note,n,114251,69552,note
849,note,n,114251,44699,notes
850,meeting,n,114209,80457,meeting
850,meeting,n,114209,33752,meetings
851,skill,n,113912,86423,skills
851,skill,n,113912,27489,skill
852,card,n,113472,70177,card
852,card,n,113472,43295,cards
853,feeling,n,113414,62083,feeling
853,feeling,n,113414,51331,feelings
854,despite,i,113257,113257,despite
855,degree,n,113046,73314,degree
855,degree,n,113046,39732,degrees
856,crime,n,112978,83017,crime
856,crime,n,112978,29961,crimes
857,that,r,112903,112903,that
858,sign,n,112603,63898,sign
858,sign,n,112603,48705,signs
859,occur,v,112575,43676,occurred
859,occur,v,112575,35802,occur
859,occur,v,112575,21880,occurs
859,occur,v,112575,10148,occurring
860,imagine,v,112572,85093,imagine
860,imagine,v,112572,18860,imagined
860,imagine,v,112572,5933,imagining
861,vote,n,112405,69221,vote
861,vote,n,112405,43184,votes
862,near,i,112214,112214,near
863,king,n,112088,101534,king
863,king,n,112088,10554,kings
864,box,n,112035,90354,box
864,box,n,112035,21681,boxes
865,present,v,111731,53101,presented
865,present,v,111731,30677,present
865,present,v,111731,18402,presents
865,present,v,111731,9551,presenting
866,figure,v,111647,64261,figure
866,figure,v,111647,34328,figured
866,figure,v,111647,7956,figuring
866,figure,v,111647,5102,figures
867,seven,m,111646,111350,seven
868,foreign,j,111509,111509,foreign
869,laugh,v,111440,32736,laughing
869,laugh,v,111440,31575,laughed
869,laugh,v,111440,26862,laugh
869,laugh,v,111440,20267,laughs
870,disease,n,111433,88722,disease
870,disease,n,111433,22638,diseases
871,lady,n,111384,72454,lady
871,lady,n,111384,38883,ladies
872,beyond,i,111221,111221,beyond
873,discuss,v,111181,47716,discuss
873,discuss,v,111181,36560,discussed
873,discuss,v,111181,20392,discussing
873,discuss,v,111181,6513,discusses
874,finish,v,111094,58563,finished
874,finish,v,111094,39818,finish
874,finish,v,111094,9095,finishing
875,design,n,111026,93062,design
875,design,n,111026,17963,designs
876,concern,n,110976,63609,concern
876,concern,n,110976,47355,concerns
877,ball,n,110770,88949,ball
877,ball,n,110770,21820,balls
878,East,n,110589,110589,east
879,recognize,v,110405,50649,recognize
879,recognize,v,110405,37252,recognized
879,recognize,v,110405,10396,recognizing
879,recognize,v,110405,8146,recognizes
880,apply,v,110328,48196,apply
880,apply,v,110328,33429,applied
880,apply,v,110328,14976,applying
880,apply,v,110328,13727,applies
881,prepare,v,110266,49198,prepared
881,prepare,v,110266,34511,prepare
881,prepare,v,110266,22057,preparing
882,network,n,110210,80234,network
882,network,n,110210,29976,networks
883,huge,j,110088,109898,huge
884,success,n,110030,102847,success
884,success,n,110030,7183,successes
885,district,n,109941,89915,district
885,district,n,109941,20026,districts
886,cup,n,109915,84283,cup
886,cup,n,109915,25632,cups
887,name,v,109851,81576,named
887,name,v,109851,22337,name
888,physical,j,109576,109576,physical
889,growth,n,109567,109080,growth
890,rise,v,109035,31524,rising
890,rise,v,109035,30450,rose
890,rise,v,109035,29391,rise
890,rise,v,109035,9069,rises
890,rise,v,109035,8601,risen
891,hi,u,108665,108665,hi
892,standard,n,107818,68511,standards
892,standard,n,107818,39307,standard
893,force,v,107636,58703,forced
893,force,v,107636,26871,force
893,force,v,107636,16012,forcing
893,force,v,107636,6050,forces
894,sign,v,107633,50330,signed
894,sign,v,107633,43222,sign
894,sign,v,107633,10773,signing
895,fan,n,107631,66402,fans
895,fan,n,107631,41229,fan
896,theory,n,107486,85835,theory
896,theory,n,107486,21651,theories
897,staff,n,107396,105386,staff
898,hurt,v,107262,79929,hurt
898,hurt,v,107262,14982,hurts
898,hurt,v,107262,12333,hurting
899,legal,j,107134,107134,legal
900,September,n,106932,76584,september
900,September,n,106932,30348,sept
901,set,n,106920,87283,set
901,set,n,106920,19637,sets
902,outside,i,106572,106572,outside
903,et,r,106546,106546,et
904,strategy,n,106236,66534,strategy
904,strategy,n,106236,39702,strategies
905,clearly,r,105965,105965,clearly
906,property,n,105851,79971,property
906,property,n,105851,25880,properties
907,lay,v,105812,53419,lay
907,lay,v,105812,34951,laid
907,lay,v,105812,12168,laying
907,lay,v,105812,5168,lays
908,final,j,105688,105688,final
909,authority,n,105586,65204,authority
909,authority,n,105586,40382,authorities
910,perfect,j,105560,105560,perfect
911,method,n,105544,54899,method
911,method,n,105544,50645,methods
912,region,n,105382,80099,region
912,region,n,105382,25283,regions
913,since,i,105367,105367,since
914,impact,n,105330,92974,impact
914,impact,n,105330,12356,impacts
915,indicate,v,105304,36021,indicated
915,indicate,v,105304,33610,indicate
915,indicate,v,105304,22123,indicates
915,indicate,v,105304,13550,indicating
916,safe,j,105273,94524,safe
916,safe,j,105273,7661,safer
917,committee,n,105133,94974,committee
917,committee,n,105133,10159,committees
918,supposed,j,105037,105037,supposed
919,dream,n,104797,65189,dream
919,dream,n,104797,39608,dreams
920,training,n,104563,103961,training
921,shit,n,104498,103861,shit
922,central,j,104403,104403,central
923,option,n,104245,52364,options
923,option,n,104245,51881,option
924,eight,m,104060,103554,eight
925,particularly,r,104018,104018,particularly
926,completely,r,103941,103941,completely
927,opinion,n,103920,76377,opinion
927,opinion,n,103920,27543,opinions
928,main,j,103803,103803,main
929,ten,m,103677,99389,ten
930,interview,n,103566,73533,interview
930,interview,n,103566,30033,interviews
931,exist,v,103550,53553,exist
931,exist,v,103550,29647,exists
931,exist,v,103550,19215,existed
932,remove,v,103480,44953,remove
932,remove,v,103480,41493,removed
932,remove,v,103480,12655,removing
933,dark,j,103384,92037,dark
933,dark,j,103384,7997,darker
934,play,n,103352,85611,play
934,play,n,103352,17741,plays
935,union,n,102805,83291,union
935,union,n,102805,19514,unions
936,professor,n,102741,84689,professor
936,professor,n,102741,12290,professors
936,professor,n,102741,5518,prof
937,pressure,n,102669,90672,pressure
937,pressure,n,102669,11997,pressures
938,purpose,n,102642,70805,purpose
938,purpose,n,102642,31837,purposes
939,stage,n,102611,84014,stage
939,stage,n,102611,18597,stages
940,blue,j,102172,102172,blue
941,herself,p,102154,102117,herself
942,sun,n,102043,98596,sun
943,pain,n,101918,95733,pain
943,pain,n,101918,6185,pains
944,artist,n,101861,55386,artist
944,artist,n,101861,46475,artists
945,employee,n,101818,71520,employees
945,employee,n,101818,30238,employee
946,avoid,v,101794,73461,avoid
946,avoid,v,101794,12774,avoided
946,avoid,v,101794,12373,avoiding
947,account,n,101683,68693,account
947,account,n,101683,32990,accounts
948,release,v,101668,63721,released
948,release,v,101668,24545,release
948,release,v,101668,8550,releasing
949,fund,n,101503,54020,funds
949,fund,n,101503,47483,fund
950,environment,n,101479,88256,environment
950,environment,n,101479,13223,environments
951,treat,v,101438,43575,treated
951,treat,v,101438,36383,treat
951,treat,v,101438,15634,treating
951,treat,v,101438,5846,treats
952,specific,j,101222,101222,specific
953,version,n,101091,81862,version
953,version,n,101091,19229,versions
954,shot,n,101016,66856,shot
954,shot,n,101016,34160,shots
955,hate,v,100757,67811,hate
955,hate,v,100757,19582,hated
955,hate,v,100757,10009,hates
956,reality,n,100700,91407,reality
956,reality,n,100700,9293,realities
957,visit,v,100463,53734,visit
957,visit,v,100463,27500,visited
957,visit,v,100463,15734,visiting
958,club,n,100411,82082,club
958,club,n,100411,18329,clubs
959,justice,n,100360,91875,justice
959,justice,n,100360,8485,justices
960,river,n,100270,89082,river
960,river,n,100270,11188,rivers
961,brain,n,100235,85116,brain
961,brain,n,100235,15119,brains
962,memory,n,100235,67097,memory
962,memory,n,100235,33138,memories
963,rock,n,100028,76173,rock
963,rock,n,100028,23855,rocks
964,talk,n,99986,70016,talk
964,talk,n,99986,29970,talks
965,camera,n,99855,74259,camera
965,camera,n,99855,25596,cameras
966,global,j,99848,99848,global
967,various,j,99838,99838,various
968,arrive,v,99819,56458,arrived
968,arrive,v,99819,22602,arrive
968,arrive,v,99819,10658,arriving
968,arrive,v,99819,10101,arrives
969,notice,v,99709,49446,noticed
969,notice,v,99709,39676,notice
969,notice,v,99709,5847,noticing
970,bit,r,99520,99520,bit
971,detail,n,99477,66483,details
971,detail,n,99477,32994,detail
972,challenge,n,99455,59330,challenge
972,challenge,n,99455,40125,challenges
973,argument,n,99403,69218,argument
973,argument,n,99403,30185,arguments
974,lot,r,99278,99278,lot
975,nobody,p,99029,99029,nobody
976,weapon,n,98828,66585,weapons
976,weapon,n,98828,32243,weapon
977,best,r,98807,98807,best
978,station,n,98720,73991,station
978,station,n,98720,24729,stations
979,island,n,98596,79458,island
979,island,n,98596,19138,islands
980,absolutely,r,98574,98574,absolutely
981,instead,r,98540,98540,instead
982,discussion,n,98359,75610,discussion
982,discussion,n,98359,22749,discussions
983,instead,i,98231,98231,instead
984,affect,v,98073,40435,affect
984,affect,v,98073,31319,affected
984,affect,v,98073,15038,affects
984,affect,v,98073,11281,affecting
985,design,v,97967,77574,designed
985,design,v,97967,11734,design
985,design,v,97967,8659,designing
986,little,d,97858,97858,little
987,anyway,r,97831,97795,anyway
988,respond,v,97750,46724,respond
988,respond,v,97750,28027,responded
988,respond,v,97750,16133,responding
988,respond,v,97750,6866,responds
989,control,v,97504,52660,control
989,control,v,97504,21832,controlled
989,control,v,97504,12889,controlling
989,control,v,97504,10077,controls
990,trouble,n,97439,88506,trouble
990,trouble,n,97439,8919,troubles
991,conversation,n,97193,74009,conversation
991,conversation,n,97193,23184,conversations
992,manage,v,97135,45862,managed
992,manage,v,97135,33466,manage
992,manage,v,97135,9365,managing
992,manage,v,97135,8442,manages
993,close,r,97117,52357,close
993,close,r,97117,40152,closer
994,date,n,97094,82542,date
994,date,n,97094,14552,dates
995,public,n,97031,96317,public
996,army,n,97025,90828,army
996,army,n,97025,6197,armies
997,top,j,96997,96997,top
998,post,v,96926,81141,posted
998,post,v,96926,11021,posting
999,charge,n,96872,50769,charges
999,charge,n,96872,46100,charge
1000,seat,n,96853,67583,seat
1000,seat,n,96853,29270,seats
